Key,Base,Language,Translation
"sync_no_active_downloads","No active downloads","ja",""
"sync_server_url","Server URL","ja",""
"sync_active_transfer","Active Transfer","ja",""
"sync_active_transfers_count","Active Transfers (%d)","ja",""
"sync_add_files_to_share","Add Files to Share","ja",""
"sync_shared_files_count","Shared Files (%1$d)","ja",""
"sync_empty_state_message","Turn on the server to start sharing files","ja",""
"sync_delete_cd","Delete","ja",""
"sync_percentage","%1$d%%","ja",""
"sync_transfer_progress","%1$s / %2$s","ja",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ja",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","ja",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ja",""
"sync_toast_failed","Failed to copy files","ja",""
"file_size_gb","%1$.1f GB","ja",""
"file_size_mb","%1$.1f MB","ja",""
"file_size_kb","%1$.0f KB","ja",""
"file_size_b","%1$d B","ja",""
"setting_retry_root","Retry Root Probe","ja",""
"setting_section_interface","Interface","ja",""
"setting_section_security","Security","ja",""
"setting_lock_install_title","Lock Installations","ja",""
"setting_lock_install_subtitle","Require biometric to confirm install","ja",""
"setting_lock_uninstall_title","Lock Uninstalls","ja",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ja",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ja",""
"setting_section_sync_short","Sync","ja",""
"setting_sync_control_panel","Sync Control Panel","ja",""
"setting_section_advanced","Advanced","ja",""
"setting_vt_api_key_title","VirusTotal API Key","ja",""
"setting_vt_api_key_placeholder","Paste API key here…","ja",""
"setting_diagnostics_title","Diagnostics","ja",""
"setting_installer_package_title","Installer Package","ja",""
"backup_settings_title","Backup Settings","ja",""
"backup_output_path","Output Path","ja",""
"backup_filename_template","Filename Template","ja",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ja",""
"app_name","Universal Installer","ko",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","ko",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ko",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","ko",""
"obb_notif_running_text","%d%%","ko",""
"apk_info_version_detail","%1$s (%2$d)","ko",""
"uninstall_current_sort_summary","%1$s %2$s","ko",""
"setting_shizuku_installer_preset_play","Google Play Store","ko",""
"setting_shizuku_installer_preset_aurora","Aurora Store","ko",""
"setting_shizuku_installer_preset_fdroid","F-Droid","ko",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ko",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ko",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ko",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ko",""
"setting_about_app_name","Universal Installer","ko",""
"setting_github_title","GitHub","ko",""
"setting_telegram_title","Telegram","ko",""
"setting_website_subtitle","universal-installer.pwhs.app","ko",""
"setting_rate_title","Rate App","ko",""
"about_creator_subtitle","Pass With High Score","ko",""
"about_license_subtitle","GNU GPL v3","ko",""
"about_btn_ok","OK","ko",""
"installer_mode_shizuku","Shizuku","ko",""
"installer_mode_root","Root","ko",""
"tv_sync_screen_title","Send to TV","ko",""
"tv_sync_hero_title","Send an app to your TV","ko",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ko",""
"tv_sync_btn_scan","Scan TV QR","ko",""
"tv_sync_prompt_scan","Scan the QR on your TV","ko",""
"tv_sync_status_connected","Connected to %1$s","ko",""
"tv_sync_btn_choose_apk","Choose APK to send","ko",""
"tv_sync_btn_rescan","Scan a different TV","ko",""
"tv_sync_status_sending","Sending…","ko",""
