Key,Base,Language,Translation
"app_name","Universal Installer","ar",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","ar",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","ar",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","ar",""
"obb_notif_running_text","%d%%","ar",""
"apk_info_version_detail","%1$s (%2$d)","ar",""
"uninstall_current_sort_summary","%1$s %2$s","ar",""
"setting_shizuku_installer_preset_play","Google Play Store","ar",""
"setting_shizuku_installer_preset_aurora","Aurora Store","ar",""
"setting_shizuku_installer_preset_fdroid","F-Droid","ar",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","ar",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","ar",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","ar",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","ar",""
"setting_about_app_name","Universal Installer","ar",""
"setting_github_title","GitHub","ar",""
"setting_telegram_title","Telegram","ar",""
"setting_website_subtitle","universal-installer.pwhs.app","ar",""
"setting_rate_title","Rate App","ar",""
"about_creator_subtitle","Pass With High Score","ar",""
"about_license_subtitle","GNU GPL v3","ar",""
"about_btn_ok","OK","ar",""
"installer_mode_shizuku","Shizuku","ar",""
"installer_mode_root","Root","ar",""
"tv_sync_screen_title","Send to TV","ar",""
"tv_sync_hero_title","Send an app to your TV","ar",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","ar",""
"tv_sync_btn_scan","Scan TV QR","ar",""
"tv_sync_prompt_scan","Scan the QR on your TV","ar",""
"tv_sync_status_connected","Connected to %1$s","ar",""
"tv_sync_btn_choose_apk","Choose APK to send","ar",""
"tv_sync_btn_rescan","Scan a different TV","ar",""
"tv_sync_status_sending","Sending…","ar",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","ar",""
"tv_sync_status_failed","Failed: %1$s","ar",""
"sync_storage_permission_title","Storage Permission Required","ar",""
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \""All files access\"" in Settings.","ar",""
"sync_open_settings","Open Settings","ar",""
"sync_qr_code_title","Scan QR Code","ar",""
"sync_qr_code_message","Open your camera and scan this code to access the server.","ar",""
"sync_close","Close","ar",""
"sync_server_offline","Server Offline","ar",""
"sync_server_starting","Starting…","ar",""
"sync_server_online","Server Online","ar",""
"sync_server_error","Error","ar",""
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","ar",""
"sync_server_mode","Server Mode","ar",""
"sync_server_running","Running","ar",""
"sync_server_tap_to_start","Tap to start","ar",""
"sync_server_settings","Server Settings","ar",""
"sync_port","Port","ar",""
"sync_require_pin","Require PIN","ar",""
"sync_require_pin_subtitle","Guard transfers with a password","ar",""
"sync_pin_code","PIN Code","ar",""
"sync_active_downloads","Active Downloads","ar",""
"sync_active_downloads_count","%d downloading","ar",""
"sync_no_active_downloads","No active downloads","ar",""
"sync_server_url","Server URL","ar",""
"sync_active_transfer","Active Transfer","ar",""
"sync_active_transfers_count","Active Transfers (%d)","ar",""
"sync_add_files_to_share","Add Files to Share","ar",""
"sync_shared_files_count","Shared Files (%1$d)","ar",""
"sync_empty_state_message","Turn on the server to start sharing files","ar",""
"sync_delete_cd","Delete","ar",""
"sync_percentage","%1$d%%","ar",""
"sync_transfer_progress","%1$s / %2$s","ar",""
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","ar",""
"sync_toast_added","Added %1$d file(s) to Sync Folder","ar",""
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","ar",""
"sync_toast_failed","Failed to copy files","ar",""
"file_size_gb","%1$.1f GB","ar",""
"file_size_mb","%1$.1f MB","ar",""
"file_size_kb","%1$.0f KB","ar",""
"file_size_b","%1$d B","ar",""
"setting_retry_root","Retry Root Probe","ar",""
"setting_section_interface","Interface","ar",""
"setting_section_security","Security","ar",""
"setting_lock_install_title","Lock Installations","ar",""
"setting_lock_install_subtitle","Require biometric to confirm install","ar",""
"setting_lock_uninstall_title","Lock Uninstalls","ar",""
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","ar",""
"setting_biometric_unavailable","No biometric or device lock set up on this device.","ar",""
"setting_section_sync_short","Sync","ar",""
"setting_sync_control_panel","Sync Control Panel","ar",""
"setting_section_advanced","Advanced","ar",""
"setting_vt_api_key_title","VirusTotal API Key","ar",""
"setting_vt_api_key_placeholder","Paste API key here…","ar",""
"setting_diagnostics_title","Diagnostics","ar",""
"setting_installer_package_title","Installer Package","ar",""
"backup_settings_title","Backup Settings","ar",""
"backup_output_path","Output Path","ar",""
"backup_filename_template","Filename Template","ar",""
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","ar",""
"app_name","Universal Installer","de",""
"download_notif_running_text","%1$s / %2$s · %3$d%%","de",""
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","de",""
"obb_copy_progress","%1$s / %2$s · %3$d%%","de",""
"obb_notif_running_text","%d%%","de",""
"apk_info_version_detail","%1$s (%2$d)","de",""
"uninstall_current_sort_summary","%1$s %2$s","de",""
"setting_shizuku_installer_preset_play","Google Play Store","de",""
"setting_shizuku_installer_preset_aurora","Aurora Store","de",""
"setting_shizuku_installer_preset_fdroid","F-Droid","de",""
"setting_shizuku_installer_preset_amazon","Amazon Appstore","de",""
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","de",""
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","de",""
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","de",""
"setting_about_app_name","Universal Installer","de",""
"setting_github_title","GitHub","de",""
"setting_telegram_title","Telegram","de",""
"setting_website_subtitle","universal-installer.pwhs.app","de",""
"setting_rate_title","Rate App","de",""
"about_creator_subtitle","Pass With High Score","de",""
"about_license_subtitle","GNU GPL v3","de",""
"about_btn_ok","OK","de",""
"installer_mode_shizuku","Shizuku","de",""
"installer_mode_root","Root","de",""
"tv_sync_screen_title","Send to TV","de",""
"tv_sync_hero_title","Send an app to your TV","de",""
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","de",""
"tv_sync_btn_scan","Scan TV QR","de",""
"tv_sync_prompt_scan","Scan the QR on your TV","de",""
"tv_sync_status_connected","Connected to %1$s","de",""
"tv_sync_btn_choose_apk","Choose APK to send","de",""
"tv_sync_btn_rescan","Scan a different TV","de",""
"tv_sync_status_sending","Sending…","de",""
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","de",""
"tv_sync_status_failed","Failed: %1$s","de",""
