Key,Base,Language,Translation
"sync_server_starting","Starting…","in","Memulai…"
"sync_server_online","Server Online","in","Server Online"
"sync_server_error","Error","in","Kesalahan"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","in","Bagikan file APK ke perangkat lain di jaringan Wi-Fi yang sama."
"sync_server_mode","Server Mode","in","Mode Server"
"sync_server_running","Running","in","Berjalan"
"sync_server_tap_to_start","Tap to start","in","Ketuk untuk memulai"
"sync_server_settings","Server Settings","in","Pengaturan Server"
"sync_port","Port","in","Port"
"sync_require_pin","Require PIN","in","Wajibkan PIN"
"sync_require_pin_subtitle","Guard transfers with a password","in","Lindungi transfer dengan kata sandi"
"sync_pin_code","PIN Code","in","Kode PIN"
"sync_active_downloads","Active Downloads","in","Unduhan Aktif"
"sync_active_downloads_count","%d downloading","in","%d mengunduh"
"sync_no_active_downloads","No active downloads","in","Tidak ada unduhan aktif"
"sync_server_url","Server URL","in","URL Server"
"sync_active_transfer","Active Transfer","in","Transfer Aktif"
"sync_active_transfers_count","Active Transfers (%d)","in","Transfer Aktif (%d)"
"sync_add_files_to_share","Add Files to Share","in","Tambahkan File untuk Dibagikan"
"sync_shared_files_count","Shared Files (%1$d)","in","File Dibagikan (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","in","Nyalakan server untuk mulai membagikan file"
"sync_delete_cd","Delete","in","Hapus"
"sync_percentage","%1$d%%","in","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","in","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","in","Ditambahkan %1$d file, dilewati %2$d tidak didukung"
"sync_toast_added","Added %1$d file(s) to Sync Folder","in","Ditambahkan %1$d file ke Folder Sinkronisasi"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","in","Tidak ada file paket yang didukung yang dipilih (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","in","Gagal menyalin file"
"file_size_gb","%1$.1f GB","in","%1$.1f GB"
"file_size_mb","%1$.1f MB","in","%1$.1f MB"
"file_size_kb","%1$.0f KB","in","%1$.0f KB"
"file_size_b","%1$d B","in","%1$d B"
"setting_retry_root","Retry Root Probe","in","Coba Lagi Uji Root"
"setting_section_interface","Interface","in","Antarmuka"
"setting_section_security","Security","in","Keamanan"
"setting_lock_install_title","Lock Installations","in","Kunci Penginstalan"
"setting_lock_install_subtitle","Require biometric to confirm install","in","Wajibkan biometrik untuk mengonfirmasi penginstalan"
"setting_lock_uninstall_title","Lock Uninstalls","in","Kunci Penghapusan Instalasi"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","in","Wajibkan biometrik untuk mengonfirmasi penghapusan instalasi"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","in","Tidak ada biometrik atau kunci perangkat yang disiapkan di perangkat ini."
"setting_section_sync_short","Sync","in","Sinkronisasi"
"setting_sync_control_panel","Sync Control Panel","in","Panel Kontrol Sinkronisasi"
"setting_section_advanced","Advanced","in","Lanjutan"
"setting_vt_api_key_title","VirusTotal API Key","in","Kunci API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","in","Tempel kunci API di sini…"
"setting_diagnostics_title","Diagnostics","in","Diagnostik"
"setting_installer_package_title","Installer Package","in","Paket Penginstal"
"backup_settings_title","Backup Settings","in","Pengaturan Pencadangan"
"backup_output_path","Output Path","in","Jalur Output"
"backup_filename_template","Filename Template","in","Template Nama File"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","in","Tag: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","it","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","it","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","it",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","it","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","it","%d%%"
"apk_info_version_detail","%1$s (%2$d)","it","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","it","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","it","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","it","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","it","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","it","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","it","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","it","Huawei AppGallery"
